Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
252;21100924771;"Natural Products and Bioprospecting";journal;"21922209, 21922195";0,745;Q1;36;53;134;3424;657;132;4,95;64,60;43,34;0;18;Singapore;Asiatic Region;"Springer Singapore";"2011-2023";"Analytical Chemistry (Q1); Food Science (Q1); Plant Science (Q1); Biochemistry (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Toxicology (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
253;26370;"Molecules";journal;"14203049";0,744;Q1;227;8149;22863;524910;110930;22705;4,46;64,41;44,69;3;2759;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"1996-2023";"Analytical Chemistry (Q1); Chemistry (miscellaneous) (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Organic Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
254;20922;"Microchemical Journal";journal;"0026265X";0,742;Q1;107;1284;3494;66886;17837;3486;5,11;52,09;44,82;0;278;United States;Northern America;"Elsevier Inc.";"1957-2023";"Analytical Chemistry (Q1); Spectroscopy (Q2)";"Chemistry"
255;20541;"Computational Materials Science";journal;"09270256";0,741;Q2;145;600;1990;33129;6917;1986;3,32;55,22;25,71;0;64;Netherlands;Western Europe;"Elsevier B.V.";"1970, 1992-2024";"Computer Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Chemistry (miscellaneous) (Q2); Computational Mathematics (Q2); Materials Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
256;16392;"Chemical Engineering and Processing: Process Intensification";journal;"02552701";0,739;Q2;125;302;1134;15922;5076;1129;4,42;52,72;29,94;0;130;Netherlands;Western Europe;"Elsevier B.V.";"1984-2023";"Chemical Engineering (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Chemistry (miscellaneous) (Q2); Energy Engineering and Power Technology (Q2); Process Chemistry and Technology (Q2)";"Chemical Engineering; Chemistry; Energy; Engineering"
257;21101152625;"Advanced Agrochem";journal;"27732371";0,738;Q2;7;58;19;4408;107;16;5,63;76,00;36,81;0;11;China;Asiatic Region;"KeAi Communications Co.";"2022-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Food Science (Q1); Chemistry (miscellaneous) (Q2)";"Agricultural and Biological Sciences; Chemistry"
258;24176;"Journal of Computational Chemistry";journal;"1096987X, 01928651";0,738;Q2;208;219;607;14361;2219;602;3,69;65,58;25,10;0;17;United States;Northern America;"John Wiley & Sons Inc.";"1980-2023";"Chemistry (miscellaneous) (Q2); Computational Mathematics (Q2)";"Chemistry; Mathematics"
259;21100416140;"Nano-Structures and Nano-Objects";journal;"2352507X";0,736;Q2;50;134;259;9828;1341;259;4,39;73,34;32,23;0;39;Netherlands;Western Europe;"Elsevier B.V.";"2015-2023";"Condensed Matter Physics (Q1); Atomic and Molecular Physics, and Optics (Q2); Materials Science (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2)";"Chemistry; Materials Science; Physics and Astronomy"
260;24678;"Crystallography Reviews";journal;"0889311X";0,732;Q2;33;11;30;991;40;19;1,17;90,09;30,77;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-1996, 1998-2000, 2002-2023";"Condensed Matter Physics (Q1); Biochemistry (Q2); Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Structural Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Physics and Astronomy"
261;16783;"Amino Acids";journal;"09394451, 14382199";0,731;Q2;141;159;406;8654;1396;397;3,27;54,43;45,14;0;59;Austria;Western Europe;"Springer-Verlag Wien";"1991-2023";"Biochemistry (Q2); Clinical Biochemistry (Q2); Organic Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
262;29591;"Journal of the American Society for Mass Spectrometry";journal;"10440305, 18791123";0,725;Q2;139;327;878;13959;2683;831;2,97;42,69;33,96;0;28;United States;Northern America;"American Chemical Society";"1990-2023";"Spectroscopy (Q2); Structural Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
263;25896;"Journal of Organic Chemistry";journal;"15206904, 00223263";0,724;Q2;244;1754;4741;92928;16158;4717;3,46;52,98;33,26;1;61;United States;Northern America;"American Chemical Society";"1936-2023";"Organic Chemistry (Q2)";"Chemistry"
264;14858;"Biophysical Chemistry";journal;"03014622, 18734200";0,723;Q2;104;120;323;7403;1028;314;3,20;61,69;34,96;0;26;Netherlands;Western Europe;"Elsevier B.V.";"1973-2023";"Biochemistry (Q2); Biophysics (Q2); Organic Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
265;24016;"Journal of Analytical Atomic Spectrometry";journal;"13645544, 02679477";0,722;Q2;129;249;812;11682;2702;805;3,18;46,92;32,27;0;29;United Kingdom;Western Europe;"Royal Society of Chemistry";"1971, 1977-1978, 1983-1984, 1986-2023";"Analytical Chemistry (Q2); Spectroscopy (Q2)";"Chemistry"
266;57810;"Journal of Cultural Heritage";journal;"12962074";0,722;Q2;84;174;507;8957;2106;505;3,92;51,48;47,83;0;86;France;Western Europe;"Elsevier Masson s.r.l.";"2000-2023";"Anthropology (Q1); Archeology (arts and humanities) (Q1); Conservation (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Chemistry (miscellaneous) (Q2); Computer Science Applications (Q2); Materials Science (miscellaneous) (Q2); Spectroscopy (Q2)";"Arts and Humanities; Chemistry; Computer Science; Economics, Econometrics and Finance; Materials Science; Social Sciences"
267;27011;"Physical Chemistry Chemical Physics";journal;"14639084, 14639076";0,721;Q2;290;3091;8314;187214;25821;8293;2,91;60,57;32,07;0;557;United Kingdom;Western Europe;"Royal Society of Chemistry";"1999-2023";"Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Physics and Astronomy"
268;16302;"Adsorption";journal;"15728757, 09295607";0,720;Q2;85;42;217;2004;726;204;3,32;47,71;26,42;0;5;Netherlands;Western Europe;"Springer Netherlands";"1995-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2); Surfaces and Interfaces (Q2)";"Chemical Engineering; Chemistry; Physics and Astronomy"
269;21101067145;"Environmental Science: Atmospheres";journal;"26343606";0,718;Q2;11;115;170;7730;472;167;2,78;67,22;33,43;0;46;United Kingdom;Western Europe;"Royal Society of Chemistry";"2021-2023";"Analytical Chemistry (Q2); Chemistry (miscellaneous) (Q2); Environmental Chemistry (Q2); Pollution (Q2)";"Chemistry; Environmental Science"
270;21100831009;"Molecular Catalysis";journal;"24688231";0,718;Q2;175;686;1660;40382;6797;1649;3,99;58,87;37,05;0;194;Netherlands;Western Europe;"Elsevier B.V.";"2017-2023";"Catalysis (Q2); Physical and Theoretical Chemistry (Q2); Process Chemistry and Technology (Q2)";"Chemical Engineering; Chemistry"
271;130000;"Journal of Chromatography A";journal;"00219673, 18733778";0,717;Q2;250;633;2456;30652;9971;2441;4,12;48,42;41,88;0;79;Netherlands;Western Europe;"Elsevier B.V.";"1958-2023";"Analytical Chemistry (Q2); Biochemistry (Q2); Medicine (miscellaneous) (Q2); Organic Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
272;21100199840;"RSC Advances";journal;"20462069";0,715;Q2;210;3119;11883;177924;50518;11877;3,95;57,05;35,96;1;967;United Kingdom;Western Europe;"Royal Society of Chemistry";"2011-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2)";"Chemical Engineering; Chemistry"
273;11700154380;"Biomedical Materials (Bristol)";journal;"17486041, 1748605X";0,712;Q2;88;214;540;11635;2144;538;3,99;54,37;46,23;0;49;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2006-2023";"Bioengineering (Q2); Biomaterials (Q2); Biomedical Engineering (Q2); Business and International Management (Q2); Chemistry (miscellaneous) (Q2); Mechanics of Materials (Q2)";"Business, Management and Accounting; Chemical Engineering; Chemistry; Engineering; Materials Science"
274;21100828963;"ACS Omega";journal;"24701343";0,710;Q2;98;4183;11866;231015;50110;11856;3,75;55,23;35,23;0;1325;United States;Northern America;"American Chemical Society";"2016-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2)";"Chemical Engineering; Chemistry"
275;12207;"Journal of Quantitative Spectroscopy and Radiative Transfer";journal;"00224073";0,708;Q2;122;245;1232;10384;2978;1224;2,52;42,38;23,48;1;18;United Kingdom;Western Europe;"Elsevier Ltd";"1961-2023";"Radiation (Q1); Atomic and Molecular Physics, and Optics (Q2); Spectroscopy (Q2)";"Chemistry; Physics and Astronomy"
276;21100293900;"Biosensors";journal;"20796374";0,707;Q2;73;1035;1918;73831;10383;1892;5,18;71,33;41,81;0;346;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2023";"Instrumentation (Q1); Analytical Chemistry (Q2); Biomedical Engineering (Q2); Biotechnology (Q2); Clinical Biochemistry (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Medicine; Physics and Astronomy"
277;21123;"Pharmaceutical Research";journal;"07248741, 1573904X";0,707;Q2;229;223;633;12655;2336;624;3,55;56,75;39,93;0;59;United States;Northern America;"Springer New York";"1984-2023";"Biotechnology (Q2); Organic Chemistry (Q2); Pharmaceutical Science (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
278;4700152504;"Food Biophysics";journal;"15571858, 15571866";0,706;Q2;63;57;150;2623;541;150;3,34;46,02;47,19;0;2;United States;Northern America;"Springer New York";"2006-2023";"Food Science (Q1); Analytical Chemistry (Q2); Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biophysics (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Immunology and Microbiology"
279;19700173303;"Metallomics";journal;"1756591X, 17565901";0,706;Q2;96;78;349;5406;1173;346;2,84;69,31;40,65;0;26;United Kingdom;Western Europe;"Oxford University Press";"2009-2023";"Metals and Alloys (Q1); Biochemistry (Q2); Biomaterials (Q2); Biophysics (Q2); Chemistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Medicine"
280;16890;"Bioelectrochemistry";journal;"15675394, 1878562X";0,705;Q2;111;201;603;10237;3018;599;5,12;50,93;45,29;0;76;Netherlands;Western Europe;"Elsevier B.V.";"2000-2024";"Biophysics (Q2); Electrochemistry (Q2); Medicine (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
281;28564;"Journal of Physics and Chemistry of Solids";journal;"00223697";0,703;Q2;121;519;1583;28341;6815;1581;4,47;54,61;28,82;0;152;United Kingdom;Western Europe;"Elsevier Ltd";"1956-2024";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)";"Chemistry; Materials Science; Physics and Astronomy"
282;12888;"Chinese Journal of Chemical Engineering";journal;"10049541";0,697;Q2;77;375;1133;18338;4484;1126;3,95;48,90;36,23;0;116;China;Asiatic Region;"Materials China";"1993-2023";"Biochemistry (Q2); Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Environmental Engineering (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science"
283;9500153949;"Dalton Transactions";journal;"14779226, 14779234";0,697;Q1;211;1887;5575;110363;19994;5563;3,44;58,49;35,84;0;471;United Kingdom;Western Europe;"Royal Society of Chemistry";"2002-2023";"Inorganic Chemistry (Q1)";"Chemistry"
284;23909;"Analyst, The";journal;"00032654, 13645528";0,693;Q2;180;660;2291;33263;9006;2283;3,64;50,40;41,41;0;170;United Kingdom;Western Europe;"Royal Society of Chemistry";"1876-2023";"Analytical Chemistry (Q2); Biochemistry (Q2); Electrochemistry (Q2); Environmental Chemistry (Q2); Spectroscopy (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science"
285;21100332402;"Catalysts";journal;"20734344";0,693;Q2;90;1507;4699;98995;18804;4563;3,77;65,69;38,14;0;629;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2023";"Catalysis (Q2); Physical and Theoretical Chemistry (Q2)";"Chemical Engineering; Chemistry"
286;26887;"Drying Technology";journal;"15322300, 07373937";0,690;Q2;109;189;627;8062;2447;593;3,61;42,66;35,17;0;32;United States;Northern America;"Taylor and Francis Ltd.";"1983, 1985-2023";"Chemical Engineering (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2)";"Chemical Engineering; Chemistry"
287;23913;"Analytical and Bioanalytical Chemistry";journal;"16182642, 16182650";0,686;Q2;192;629;2316;29012;9152;2238;3,77;46,12;44,58;1;152;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1987, 1996, 2001-2023";"Analytical Chemistry (Q2); Biochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
288;20010;"Journal of Natural Medicines";journal;"13403443";0,685;Q2;59;95;285;2958;1010;263;2,84;31,14;35,11;1;26;Japan;Asiatic Region;"Springer Japan";"1994-2023";"Complementary and Alternative Medicine (Q1); Drug Discovery (Q2); Organic Chemistry (Q2); Pharmaceutical Science (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
289;16945;"Chemistry and Physics of Lipids";journal;"18732941, 00093084";0,683;Q2;110;37;227;2433;796;224;3,74;65,76;40,00;0;7;Ireland;Western Europe;"Elsevier Ireland Ltd";"1966-2023";"Biochemistry (Q2); Organic Chemistry (Q2); Cell Biology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
290;23068;"European Food Research and Technology";journal;"14382385, 14382377";0,674;Q2;122;252;719;13089;2902;718;3,82;51,94;50,09;0;34;Germany;Western Europe;"Springer Verlag";"1996-2023";"Food Science (Q1); Biochemistry (Q2); Biotechnology (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering"
291;21100914882;"Gels";journal;"23102861";0,674;Q2;47;987;1156;63879;5818;1143;5,04;64,72;45,37;0;207;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2015-2023";"Polymers and Plastics (Q1); Bioengineering (Q2); Biomaterials (Q2); Organic Chemistry (Q2)";"Chemical Engineering; Chemistry; Materials Science"
292;29887;"Solid State Ionics";journal;"01672738";0,674;Q2;214;202;608;10205;1995;605;3,06;50,52;33,02;0;117;Netherlands;Western Europe;"Elsevier B.V.";"1979-2023";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)";"Chemistry; Materials Science; Physics and Astronomy"
293;19700173005;"Cancer Nanotechnology";journal;"18686958, 18686966";0,671;Q2;36;83;90;4754;399;89;4,21;57,28;49,37;0;75;United States;Northern America;"Springer Science + Business Media";"2010-2023";"Biomedical Engineering (Q2); Pharmaceutical Science (Q2); Physical and Theoretical Chemistry (Q2); Oncology (Q3)";"Chemistry; Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics"
294;24680;"Diamond and Related Materials";journal;"09259635";0,671;Q2;126;915;1652;48550;7215;1652;4,45;53,06;31,67;0;207;Netherlands;Western Europe;"Elsevier B.V.";"1991-2023";"Chemistry (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Mechanical Engineering (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
295;29664;"Journal of Trace Elements in Medicine and Biology";journal;"0946672X, 18783252";0,671;Q1;92;216;595;13056;2377;588;3,89;60,44;42,95;1;98;Germany;Western Europe;"Elsevier GmbH";"1995-2023";"Inorganic Chemistry (Q1); Biochemistry (Q2); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
296;21100923492;"Biosensors and Bioelectronics: X";journal;"25901370";0,668;Q2;17;108;182;6615;860;181;4,75;61,25;39,27;0;54;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2023";"Biomedical Engineering (Q2); Biophysics (Q2); Biotechnology (Q2); Electrochemistry (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering"
297;21101090041;"Magnetic Resonance";journal;"26990059, 26990016";0,668;Q2;9;18;107;838;237;107;1,94;46,56;23,44;0;0;Germany;Western Europe;"Copernicus Gesellschaft mbH";"2020-2023";"Analytical Chemistry (Q2); Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2)";"Chemistry; Physics and Astronomy"
298;24595;"Chemometrics and Intelligent Laboratory Systems";journal;"01697439, 18733239";0,667;Q2;144;198;548;8406;2412;546;4,24;42,45;31,29;0;32;Netherlands;Western Europe;"Elsevier B.V.";"1986-2023";"Analytical Chemistry (Q2); Computer Science Applications (Q2); Process Chemistry and Technology (Q2); Software (Q2); Spectroscopy (Q2)";"Chemical Engineering; Chemistry; Computer Science"
299;21101172262;"Electrochem";journal;"26733293";0,667;Q2;18;34;124;2380;470;120;3,65;70,00;33,33;0;14;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2020-2023";"Chemical Engineering (miscellaneous) (Q2); Electrochemistry (Q2); Materials Chemistry (Q2)";"Chemical Engineering; Chemistry; Materials Science"
300;27010;"Photochemistry and Photobiology";journal;"17511097, 00318655";0,666;Q2;146;212;480;12033;1594;457;2,95;56,76;42,56;0;53;United States;Northern America;"Wiley-Blackwell";"1962-2023";"Biochemistry (Q2); Medicine (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2); Radiation (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Physics and Astronomy"
301;23345;"Bulletin of the Chemical Society of Japan";journal;"00092673, 13480634";0,665;Q2;106;167;695;8764;2211;694;3,53;52,48;19,58;0;26;Japan;Asiatic Region;"Chemical Society of Japan";"1965-2023";"Chemistry (miscellaneous) (Q2)";"Chemistry"
302;13784;"Journal of Non-Equilibrium Thermodynamics";journal;"03400204, 14374358";0,665;Q2;43;36;90;1567;383;89;4,61;43,53;21,98;0;5;Germany;Western Europe;"Walter de Gruyter GmbH";"1976-2023";"Chemistry (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Physics and Astronomy"
